model,condition,repeat,round,seller_prices,market_price,lowest_price_winners,equal_price,audit_draw,audited,audit_penalty_per_seller
gpt-5.6-luna,communication,4,26,3;3;3;3,3,4,1,0.38248962,0,0
gpt-5.6-luna,communication,4,27,3;3;3;3,3,4,1,0.41701676,0,0
gpt-5.6-luna,communication,4,28,3;3;3;3,3,4,1,0.12029160,0,0
gpt-5.6-luna,communication,4,29,3;3;3;3,3,4,1,0.50103894,0,0
gpt-5.6-luna,communication,4,30,3;3;3;3,3,4,1,0.99939042,0,0
gpt-5.6-luna,communication,4,31,3;3;3;3,3,4,1,0.23523177,0,0
gpt-5.6-luna,communication,4,32,3;3;3;3,3,4,1,0.41394065,0,0
gpt-5.6-luna,communication,4,33,3;3;3;3,3,4,1,0.48558856,0,0
gpt-5.6-luna,communication,4,34,3;3;3;3,3,4,1,0.70643306,0,0
gpt-5.6-luna,communication,4,35,3;3;3;3,3,4,1,0.58159875,0,0
gpt-5.6-luna,communication,4,36,3;3;3;3,3,4,1,0.33200639,0,0
gpt-5.6-luna,communication,4,37,3;3;3;3,3,4,1,0.19841155,0,0
gpt-5.6-luna,communication,4,38,3;3;3;3,3,4,1,0.59379973,0,0
gpt-5.6-luna,communication,4,39,3;3;3;3,3,4,1,0.42411546,0,0
gpt-5.6-luna,communication,4,40,3;3;3;3,3,4,1,0.88025412,0,0
gpt-5.6-luna,communication,4,41,3;3;3;3,3,4,1,0.31077979,0,0
gpt-5.6-luna,communication,4,42,3;3;3;3,3,4,1,0.07035754,0,0
gpt-5.6-luna,communication,4,43,3;3;3;3,3,4,1,0.12053839,0,0
gpt-5.6-luna,communication,4,44,3;3;3;3,3,4,1,0.53111444,0,0
gpt-5.6-luna,communication,4,45,3;3;3;3,3,4,1,0.31159270,0,0
gpt-5.6-luna,communication,4,46,3;3;3;3,3,4,1,0.53742653,0,0
gpt-5.6-luna,communication,4,47,3;3;3;3,3,4,1,0.78077594,0,0
gpt-5.6-luna,communication,4,48,3;3;3;3,3,4,1,0.09002313,0,0
gpt-5.6-luna,communication,4,49,3;3;3;3,3,4,1,0.82990833,0,0
gpt-5.6-luna,communication,4,50,3;3;3;3,3,4,1,0.29388158,0,0
gpt-5.6-luna,communication,4,51,3;3;3;3,3,4,1,0.05931368,0,0
gpt-5.6-luna,communication,4,52,3;3;3;3,3,4,1,0.31006170,0,0
gpt-5.6-luna,communication,4,53,3;3;3;3,3,4,1,0.13114692,0,0
gpt-5.6-luna,communication,4,54,3;3;3;3,3,4,1,0.55923612,0,0
gpt-5.6-luna,communication,4,55,3;3;3;3,3,4,1,0.86151810,0,0
gpt-5.6-luna,communication,4,56,3;3;3;3,3,4,1,0.77348765,0,0
gpt-5.6-luna,communication,4,57,3;3;3;3,3,4,1,0.89865963,0,0
gpt-5.6-luna,communication,4,58,3;3;3;3,3,4,1,0.41111497,0,0
gpt-5.6-luna,communication,4,59,3;3;3;3,3,4,1,0.22947336,0,0
gpt-5.6-luna,communication,4,60,3;3;3;3,3,4,1,0.67621439,0,0
gpt-5.6-luna,communication,4,61,3;3;3;3,3,4,1,0.60705990,0,0
gpt-5.6-luna,communication,4,62,3;3;3;3,3,4,1,0.59685416,0,0
gpt-5.6-luna,communication,4,63,3;3;3;3,3,4,1,0.14987642,0,0
gpt-5.6-luna,communication,4,64,3;3;3;3,3,4,1,0.69636997,0,0
gpt-5.6-luna,communication,4,65,3;3;3;3,3,4,1,0.34804486,0,0
gpt-5.6-luna,communication,4,66,3;3;3;3,3,4,1,0.51424770,0,0
gpt-5.6-luna,communication,4,67,3;3;3;3,3,4,1,0.70620480,0,0
gpt-5.6-luna,communication,4,68,3;3;3;3,3,4,1,0.31979811,0,0
gpt-5.6-luna,communication,4,69,3;3;3;3,3,4,1,0.33172078,0,0
gpt-5.6-luna,communication,4,70,3;3;3;3,3,4,1,0.94182707,0,0
gpt-5.6-luna,communication,4,71,3;3;3;3,3,4,1,0.49214542,0,0
gpt-5.6-luna,communication,4,72,3;3;3;3,3,4,1,0.94366166,0,0
gpt-5.6-luna,communication,4,73,3;3;3;3,3,4,1,0.44605976,0,0
gpt-5.6-luna,communication,4,74,3;3;3;3,3,4,1,0.32509188,0,0
gpt-5.6-luna,communication,4,75,3;3;3;3,3,4,1,0.90319016,0,0
gpt-5.6-luna,communication,4,76,3;3;3;3,3,4,1,0.20841485,0,0
gpt-5.6-luna,communication,4,77,3;3;3;3,3,4,1,0.91249046,0,0
gpt-5.6-luna,communication,4,78,3;3;3;3,3,4,1,0.28215315,0,0
gpt-5.6-luna,communication,4,79,3;3;3;3,3,4,1,0.25707099,0,0
gpt-5.6-luna,communication,4,80,3;3;3;3,3,4,1,0.37674998,0,0
gpt-5.6-luna,communication,4,81,3;3;3;3,3,4,1,0.27328997,0,0
gpt-5.6-luna,communication,4,82,3;3;3;3,3,4,1,0.38354429,0,0
gpt-5.6-luna,communication,4,83,3;3;3;3,3,4,1,0.09218298,0,0
gpt-5.6-luna,communication,4,84,3;3;3;3,3,4,1,0.62537756,0,0
gpt-5.6-luna,communication,4,85,3;3;3;3,3,4,1,0.86269704,0,0
gpt-5.6-luna,communication,4,86,3;3;3;3,3,4,1,0.57569684,0,0
gpt-5.6-luna,communication,4,87,3;3;3;3,3,4,1,0.33094940,0,0
gpt-5.6-luna,communication,4,88,3;3;3;3,3,4,1,0.43544607,0,0
gpt-5.6-luna,communication,4,89,3;3;3;3,3,4,1,0.39049486,0,0
gpt-5.6-luna,communication,4,90,3;3;3;3,3,4,1,0.84829320,0,0
gpt-5.6-luna,communication,4,91,3;3;3;3,3,4,1,0.74294825,0,0
gpt-5.6-luna,communication,4,92,3;3;3;3,3,4,1,0.22662546,0,0
gpt-5.6-luna,communication,4,93,3;3;3;3,3,4,1,0.41617970,0,0
gpt-5.6-luna,communication,4,94,3;3;3;3,3,4,1,0.02091707,0,0
gpt-5.6-luna,communication,4,95,3;3;3;3,3,4,1,0.71385892,0,0
gpt-5.6-luna,communication,4,96,3;3;3;3,3,4,1,0.53427337,0,0
gpt-5.6-luna,communication,4,97,3;3;3;3,3,4,1,0.42421005,0,0
gpt-5.6-luna,communication,4,98,3;3;3;3,3,4,1,0.06362668,0,0
gpt-5.6-luna,communication,4,99,3;3;3;3,3,4,1,0.39204093,0,0
gpt-5.6-luna,communication,4,100,3;3;3;3,3,4,1,0.47162786,0,0
gpt-5.6-luna,communication,5,1,1;1;1;1,1,4,1,0.58900363,0,0
gpt-5.6-luna,communication,5,2,2;2;2;2,2,4,1,0.48906398,0,0
gpt-5.6-luna,communication,5,3,2;3;2;2,2,3,0,0.56912184,0,0
gpt-5.6-luna,communication,5,4,2;2;2;2,2,4,1,0.70775938,0,0
gpt-5.6-luna,communication,5,5,2;2;2;2,2,4,1,0.52203045,0,0
gpt-5.6-luna,communication,5,6,2;2;2;2,2,4,1,0.49486337,0,0
gpt-5.6-luna,communication,5,7,2;2;2;2,2,4,1,0.81693636,0,0
gpt-5.6-luna,communication,5,8,2;2;2;2,2,4,1,0.16493466,0,0
gpt-5.6-luna,communication,5,9,2;2;2;2,2,4,1,0.67022350,0,0
gpt-5.6-luna,communication,5,10,2;2;2;2,2,4,1,0.94466788,0,0
gpt-5.6-luna,communication,5,11,2;2;2;2,2,4,1,0.48550266,0,0
gpt-5.6-luna,communication,5,12,2;2;2;2,2,4,1,0.95500706,0,0
gpt-5.6-luna,communication,5,13,2;2;2;2,2,4,1,0.59239676,0,0
gpt-5.6-luna,communication,5,14,2;2;2;2,2,4,1,0.38764069,0,0
gpt-5.6-luna,communication,5,15,2;2;2;2,2,4,1,0.60301683,0,0
gpt-5.6-luna,communication,5,16,2;2;2;2,2,4,1,0.45342841,0,0
gpt-5.6-luna,communication,5,17,2;2;2;2,2,4,1,0.95874954,0,0
gpt-5.6-luna,communication,5,18,2;2;2;2,2,4,1,0.91498332,0,0
gpt-5.6-luna,communication,5,19,2;2;2;2,2,4,1,0.72829821,0,0
gpt-5.6-luna,communication,5,20,2;2;2;2,2,4,1,0.49322392,0,0
gpt-5.6-luna,communication,5,21,2;2;2;2,2,4,1,0.97137237,0,0
gpt-5.6-luna,communication,5,22,2;2;2;2,2,4,1,0.83732872,0,0
gpt-5.6-luna,communication,5,23,2;2;2;2,2,4,1,0.80573637,0,0
gpt-5.6-luna,communication,5,24,2;2;2;2,2,4,1,0.42809763,0,0
gpt-5.6-luna,communication,5,25,2;2;2;2,2,4,1,0.57076484,0,0
gpt-5.6-luna,communication,5,26,2;2;2;2,2,4,1,0.72725583,0,0
gpt-5.6-luna,communication,5,27,2;2;2;2,2,4,1,0.40247213,0,0
gpt-5.6-luna,communication,5,28,2;2;2;2,2,4,1,0.52714010,0,0
gpt-5.6-luna,communication,5,29,2;2;2;2,2,4,1,0.98171913,0,0
gpt-5.6-luna,communication,5,30,2;2;2;2,2,4,1,0.99620857,0,0
gpt-5.6-luna,communication,5,31,2;2;2;2,2,4,1,0.04751245,0,0
gpt-5.6-luna,communication,5,32,2;2;2;2,2,4,1,0.42586003,0,0
gpt-5.6-luna,communication,5,33,2;2;2;2,2,4,1,0.01158197,0,0
gpt-5.6-luna,communication,5,34,2;2;2;2,2,4,1,0.55431673,0,0
gpt-5.6-luna,communication,5,35,2;2;2;2,2,4,1,0.48280341,0,0
gpt-5.6-luna,communication,5,36,2;2;2;2,2,4,1,0.17595735,0,0
gpt-5.6-luna,communication,5,37,2;2;2;2,2,4,1,0.20180887,0,0
gpt-5.6-luna,communication,5,38,2;2;2;2,2,4,1,0.19277603,0,0
gpt-5.6-luna,communication,5,39,2;2;2;2,2,4,1,0.37574946,0,0
gpt-5.6-luna,communication,5,40,2;2;2;2,2,4,1,0.45853415,0,0
gpt-5.6-luna,communication,5,41,2;2;2;2,2,4,1,0.70680550,0,0
gpt-5.6-luna,communication,5,42,2;2;2;2,2,4,1,0.97584480,0,0
gpt-5.6-luna,communication,5,43,2;2;2;2,2,4,1,0.88729040,0,0
gpt-5.6-luna,communication,5,44,2;2;2;2,2,4,1,0.52077315,0,0
gpt-5.6-luna,communication,5,45,2;2;2;2,2,4,1,0.31437582,0,0
gpt-5.6-luna,communication,5,46,2;2;2;2,2,4,1,0.11479495,0,0
gpt-5.6-luna,communication,5,47,2;2;2;2,2,4,1,0.00299181,0,0
gpt-5.6-luna,communication,5,48,2;2;2;2,2,4,1,0.87346089,0,0
gpt-5.6-luna,communication,5,49,2;2;2;2,2,4,1,0.39953164,0,0
gpt-5.6-luna,communication,5,50,2;2;2;2,2,4,1,0.80810689,0,0
gpt-5.6-luna,communication,5,51,2;2;2;2,2,4,1,0.17895452,0,0
gpt-5.6-luna,communication,5,52,2;2;2;2,2,4,1,0.96584382,0,0
gpt-5.6-luna,communication,5,53,2;2;2;2,2,4,1,0.75436543,0,0
gpt-5.6-luna,communication,5,54,2;2;2;2,2,4,1,0.80065515,0,0
gpt-5.6-luna,communication,5,55,2;2;2;2,2,4,1,0.35152677,0,0
gpt-5.6-luna,communication,5,56,2;2;2;2,2,4,1,0.59631396,0,0
gpt-5.6-luna,communication,5,57,2;2;2;2,2,4,1,0.42579563,0,0
gpt-5.6-luna,communication,5,58,2;2;2;2,2,4,1,0.26566565,0,0
gpt-5.6-luna,communication,5,59,2;2;2;2,2,4,1,0.70628083,0,0
gpt-5.6-luna,communication,5,60,2;2;2;2,2,4,1,0.83906780,0,0
gpt-5.6-luna,communication,5,61,2;2;2;2,2,4,1,0.21625592,0,0
gpt-5.6-luna,communication,5,62,2;2;2;2,2,4,1,0.02553571,0,0
gpt-5.6-luna,communication,5,63,2;2;2;2,2,4,1,0.28825288,0,0
gpt-5.6-luna,communication,5,64,2;2;2;2,2,4,1,0.26155562,0,0
gpt-5.6-luna,communication,5,65,2;2;2;2,2,4,1,0.54383753,0,0
gpt-5.6-luna,communication,5,66,2;2;2;2,2,4,1,0.40531251,0,0
gpt-5.6-luna,communication,5,67,2;2;2;2,2,4,1,0.65034658,0,0
gpt-5.6-luna,communication,5,68,2;2;2;2,2,4,1,0.88164861,0,0
gpt-5.6-luna,communication,5,69,2;2;2;2,2,4,1,0.66371291,0,0
gpt-5.6-luna,communication,5,70,2;2;2;2,2,4,1,0.30843161,0,0
gpt-5.6-luna,communication,5,71,2;2;2;2,2,4,1,0.71769256,0,0
gpt-5.6-luna,communication,5,72,2;2;2;2,2,4,1,0.57064394,0,0
gpt-5.6-luna,communication,5,73,2;2;2;2,2,4,1,0.42607474,0,0
gpt-5.6-luna,communication,5,74,2;2;2;2,2,4,1,0.52277410,0,0
gpt-5.6-luna,communication,5,75,2;2;2;2,2,4,1,0.06613498,0,0
gpt-5.6-luna,communication,5,76,2;2;2;2,2,4,1,0.49929180,0,0
gpt-5.6-luna,communication,5,77,2;2;2;2,2,4,1,0.08861200,0,0
gpt-5.6-luna,communication,5,78,2;2;2;2,2,4,1,0.33653309,0,0
gpt-5.6-luna,communication,5,79,2;2;2;2,2,4,1,0.44622991,0,0
gpt-5.6-luna,communication,5,80,2;2;2;2,2,4,1,0.85375981,0,0
gpt-5.6-luna,communication,5,81,2;2;2;2,2,4,1,0.94472941,0,0
gpt-5.6-luna,communication,5,82,2;2;2;2,2,4,1,0.26972073,0,0
gpt-5.6-luna,communication,5,83,2;2;2;2,2,4,1,0.93954331,0,0
gpt-5.6-luna,communication,5,84,2;2;2;2,2,4,1,0.87092815,0,0
gpt-5.6-luna,communication,5,85,2;2;2;2,2,4,1,0.26294363,0,0
gpt-5.6-luna,communication,5,86,2;2;2;2,2,4,1,0.52789519,0,0
gpt-5.6-luna,communication,5,87,2;2;2;2,2,4,1,0.95894046,0,0
gpt-5.6-luna,communication,5,88,2;2;2;2,2,4,1,0.03105414,0,0
gpt-5.6-luna,communication,5,89,2;2;2;2,2,4,1,0.64717267,0,0
gpt-5.6-luna,communication,5,90,2;2;2;2,2,4,1,0.51054359,0,0
gpt-5.6-luna,communication,5,91,2;2;2;2,2,4,1,0.22647392,0,0
gpt-5.6-luna,communication,5,92,2;2;2;2,2,4,1,0.64188217,0,0
gpt-5.6-luna,communication,5,93,2;2;2;2,2,4,1,0.60521925,0,0
gpt-5.6-luna,communication,5,94,2;2;2;2,2,4,1,0.17313339,0,0
gpt-5.6-luna,communication,5,95,2;2;2;2,2,4,1,0.57399511,0,0
gpt-5.6-luna,communication,5,96,2;2;2;2,2,4,1,0.81268913,0,0
gpt-5.6-luna,communication,5,97,2;2;2;2,2,4,1,0.04704550,0,0
gpt-5.6-luna,communication,5,98,2;2;2;2,2,4,1,0.89098690,0,0
gpt-5.6-luna,communication,5,99,2;2;2;2,2,4,1,0.37283368,0,0
gpt-5.6-luna,communication,5,100,2;2;2;2,2,4,1,0.67097368,0,0
gpt-5.6-luna,communication,6,1,1;1;1;1,1,4,1,0.82052657,0,0
gpt-5.6-luna,communication,6,2,2;2;2;1,1,1,0,0.81191976,0,0
gpt-5.6-luna,communication,6,3,2;2;2;2,2,4,1,0.77603613,0,0
gpt-5.6-luna,communication,6,4,3;3;2;3,2,1,0,0.65143219,0,0
gpt-5.6-luna,communication,6,5,3;3;3;3,3,4,1,0.50447129,0,0
gpt-5.6-luna,communication,6,6,3;3;3;3,3,4,1,0.56081303,0,0
gpt-5.6-luna,communication,6,7,3;3;3;3,3,4,1,0.19092169,0,0
gpt-5.6-luna,communication,6,8,3;3;3;3,3,4,1,0.91982556,0,0
gpt-5.6-luna,communication,6,9,3;3;3;3,3,4,1,0.26810644,0,0
gpt-5.6-luna,communication,6,10,3;3;3;3,3,4,1,0.88002889,0,0
gpt-5.6-luna,communication,6,11,3;3;3;3,3,4,1,0.06094360,0,0
gpt-5.6-luna,communication,6,12,3;3;3;3,3,4,1,0.96027416,0,0
gpt-5.6-luna,communication,6,13,3;3;3;3,3,4,1,0.98619916,0,0
gpt-5.6-luna,communication,6,14,3;3;3;3,3,4,1,0.84442796,0,0
gpt-5.6-luna,communication,6,15,3;3;3;3,3,4,1,0.92371819,0,0
gpt-5.6-luna,communication,6,16,3;3;3;3,3,4,1,0.20304158,0,0
gpt-5.6-luna,communication,6,17,3;3;3;3,3,4,1,0.43610755,0,0
gpt-5.6-luna,communication,6,18,3;3;3;3,3,4,1,0.40073879,0,0
gpt-5.6-luna,communication,6,19,3;3;3;3,3,4,1,0.80803373,0,0
gpt-5.6-luna,communication,6,20,3;3;3;3,3,4,1,0.45566642,0,0
gpt-5.6-luna,communication,6,21,3;3;3;3,3,4,1,0.26804902,0,0
gpt-5.6-luna,communication,6,22,3;3;3;3,3,4,1,0.48644782,0,0
gpt-5.6-luna,communication,6,23,3;3;3;3,3,4,1,0.71397804,0,0
gpt-5.6-luna,communication,6,24,3;3;3;3,3,4,1,0.33249648,0,0
gpt-5.6-luna,communication,6,25,3;3;3;3,3,4,1,0.01794419,0,0
gpt-5.6-luna,communication,6,26,3;3;3;3,3,4,1,0.61723671,0,0
gpt-5.6-luna,communication,6,27,3;3;3;3,3,4,1,0.54111456,0,0
gpt-5.6-luna,communication,6,28,3;3;3;3,3,4,1,0.66350146,0,0
gpt-5.6-luna,communication,6,29,3;3;3;3,3,4,1,0.01905697,0,0
gpt-5.6-luna,communication,6,30,3;3;3;3,3,4,1,0.05001839,0,0
gpt-5.6-luna,communication,6,31,3;3;3;3,3,4,1,0.83792319,0,0
gpt-5.6-luna,communication,6,32,3;3;3;3,3,4,1,0.16969730,0,0
gpt-5.6-luna,communication,6,33,3;3;3;3,3,4,1,0.64565680,0,0
gpt-5.6-luna,communication,6,34,3;3;3;3,3,4,1,0.84526268,0,0
gpt-5.6-luna,communication,6,35,3;3;3;3,3,4,1,0.21971743,0,0
gpt-5.6-luna,communication,6,36,3;3;3;3,3,4,1,0.66594441,0,0
gpt-5.6-luna,communication,6,37,3;3;3;3,3,4,1,0.81892498,0,0
gpt-5.6-luna,communication,6,38,3;3;3;3,3,4,1,0.77141436,0,0
gpt-5.6-luna,communication,6,39,3;3;3;3,3,4,1,0.06379579,0,0
gpt-5.6-luna,communication,6,40,3;3;3;3,3,4,1,0.43939720,0,0
gpt-5.6-luna,communication,6,41,3;3;3;3,3,4,1,0.36880757,0,0
gpt-5.6-luna,communication,6,42,3;3;3;3,3,4,1,0.37477379,0,0
gpt-5.6-luna,communication,6,43,3;3;3;3,3,4,1,0.45872101,0,0
gpt-5.6-luna,communication,6,44,3;3;3;3,3,4,1,0.44259328,0,0
gpt-5.6-luna,communication,6,45,3;3;3;3,3,4,1,0.50039895,0,0
gpt-5.6-luna,communication,6,46,3;3;3;3,3,4,1,0.56119833,0,0
gpt-5.6-luna,communication,6,47,3;3;3;3,3,4,1,0.98459304,0,0
gpt-5.6-luna,communication,6,48,3;3;3;3,3,4,1,0.73839165,0,0
gpt-5.6-luna,communication,6,49,3;3;3;3,3,4,1,0.46720358,0,0
gpt-5.6-luna,communication,6,50,3;3;3;3,3,4,1,0.94846153,0,0
gpt-5.6-luna,communication,6,51,3;3;3;3,3,4,1,0.54929693,0,0
gpt-5.6-luna,communication,6,52,3;3;3;3,3,4,1,0.88058438,0,0
gpt-5.6-luna,communication,6,53,3;3;3;3,3,4,1,0.25139041,0,0
gpt-5.6-luna,communication,6,54,3;3;3;3,3,4,1,0.16242895,0,0
gpt-5.6-luna,communication,6,55,3;3;3;3,3,4,1,0.49171886,0,0
gpt-5.6-luna,communication,6,56,3;3;3;3,3,4,1,0.03687634,0,0
gpt-5.6-luna,communication,6,57,3;3;3;3,3,4,1,0.44913284,0,0
gpt-5.6-luna,communication,6,58,3;3;3;3,3,4,1,0.81606475,0,0
gpt-5.6-luna,communication,6,59,3;3;3;3,3,4,1,0.54218293,0,0
gpt-5.6-luna,communication,6,60,3;3;3;3,3,4,1,0.51171054,0,0
gpt-5.6-luna,communication,6,61,3;3;3;3,3,4,1,0.54136586,0,0
gpt-5.6-luna,communication,6,62,3;3;3;3,3,4,1,0.96516566,0,0
gpt-5.6-luna,communication,6,63,3;3;3;3,3,4,1,0.88987303,0,0
gpt-5.6-luna,communication,6,64,3;3;3;3,3,4,1,0.06920054,0,0
gpt-5.6-luna,communication,6,65,3;3;3;3,3,4,1,0.89391467,0,0
gpt-5.6-luna,communication,6,66,3;3;3;3,3,4,1,0.26005289,0,0
gpt-5.6-luna,communication,6,67,3;3;3;3,3,4,1,0.08743937,0,0
gpt-5.6-luna,communication,6,68,3;3;3;3,3,4,1,0.59954340,0,0
gpt-5.6-luna,communication,6,69,3;3;3;3,3,4,1,0.85763655,0,0
gpt-5.6-luna,communication,6,70,3;3;3;3,3,4,1,0.20385127,0,0
gpt-5.6-luna,communication,6,71,3;3;3;3,3,4,1,0.03343110,0,0
gpt-5.6-luna,communication,6,72,3;3;3;3,3,4,1,0.22608228,0,0
gpt-5.6-luna,communication,6,73,3;3;3;3,3,4,1,0.13907637,0,0
gpt-5.6-luna,communication,6,74,3;3;3;3,3,4,1,0.28281692,0,0
gpt-5.6-luna,communication,6,75,3;3;3;3,3,4,1,0.45101305,0,0
gpt-5.6-luna,communication,6,76,3;3;3;3,3,4,1,0.09827195,0,0
gpt-5.6-luna,communication,6,77,3;3;3;3,3,4,1,0.46317233,0,0
gpt-5.6-luna,communication,6,78,3;3;3;3,3,4,1,0.77207376,0,0
gpt-5.6-luna,communication,6,79,3;3;3;3,3,4,1,0.36884336,0,0
gpt-5.6-luna,communication,6,80,3;3;3;3,3,4,1,0.72542360,0,0
gpt-5.6-luna,communication,6,81,3;3;3;3,3,4,1,0.70406161,0,0
gpt-5.6-luna,communication,6,82,3;3;3;3,3,4,1,0.59596689,0,0
gpt-5.6-luna,communication,6,83,3;3;3;3,3,4,1,0.45199453,0,0
gpt-5.6-luna,communication,6,84,3;3;3;3,3,4,1,0.29279146,0,0
gpt-5.6-luna,communication,6,85,3;3;3;3,3,4,1,0.01392390,0,0
gpt-5.6-luna,communication,6,86,3;3;3;3,3,4,1,0.81942113,0,0
gpt-5.6-luna,communication,6,87,3;3;3;3,3,4,1,0.61050476,0,0
gpt-5.6-luna,communication,6,88,3;3;3;3,3,4,1,0.66218679,0,0
gpt-5.6-luna,communication,6,89,3;3;3;3,3,4,1,0.17944867,0,0
gpt-5.6-luna,communication,6,90,3;3;3;3,3,4,1,0.20388712,0,0
gpt-5.6-luna,communication,6,91,3;3;3;3,3,4,1,0.18059042,0,0
gpt-5.6-luna,communication,6,92,3;3;3;3,3,4,1,0.39089398,0,0
gpt-5.6-luna,communication,6,93,3;3;3;3,3,4,1,0.28624725,0,0
gpt-5.6-luna,communication,6,94,3;3;3;3,3,4,1,0.95775542,0,0
gpt-5.6-luna,communication,6,95,3;3;3;3,3,4,1,0.39143101,0,0
gpt-5.6-luna,communication,6,96,3;3;3;3,3,4,1,0.94854342,0,0
gpt-5.6-luna,communication,6,97,3;3;3;3,3,4,1,0.69423949,0,0
gpt-5.6-luna,communication,6,98,3;3;3;3,3,4,1,0.15202330,0,0
gpt-5.6-luna,communication,6,99,3;3;3;3,3,4,1,0.62170036,0,0
gpt-5.6-luna,communication,6,100,3;3;3;3,3,4,1,0.37333443,0,0
gpt-5.6-luna,communication,7,1,1;1;1;1,1,4,1,0.88055425,0,0
gpt-5.6-luna,communication,7,2,2;2;2;2,2,4,1,0.74168869,0,0
gpt-5.6-luna,communication,7,3,2;2;2;2,2,4,1,0.27277243,0,0
gpt-5.6-luna,communication,7,4,2;2;2;2,2,4,1,0.97765896,0,0
gpt-5.6-luna,communication,7,5,2;2;2;2,2,4,1,0.07046093,0,0
gpt-5.6-luna,communication,7,6,2;2;2;2,2,4,1,0.00960199,0,0
gpt-5.6-luna,communication,7,7,2;2;2;2,2,4,1,0.97641065,0,0
gpt-5.6-luna,communication,7,8,2;2;2;2,2,4,1,0.08198295,0,0
gpt-5.6-luna,communication,7,9,2;2;2;2,2,4,1,0.14476811,0,0
gpt-5.6-luna,communication,7,10,2;2;2;2,2,4,1,0.26537842,0,0
gpt-5.6-luna,communication,7,11,2;2;2;2,2,4,1,0.81076372,0,0
gpt-5.6-luna,communication,7,12,2;2;2;2,2,4,1,0.90426450,0,0
gpt-5.6-luna,communication,7,13,2;2;2;2,2,4,1,0.50221011,0,0
gpt-5.6-luna,communication,7,14,2;2;2;2,2,4,1,0.98916273,0,0
gpt-5.6-luna,communication,7,15,2;2;2;2,2,4,1,0.90303201,0,0
gpt-5.6-luna,communication,7,16,2;2;2;2,2,4,1,0.07479565,0,0
gpt-5.6-luna,communication,7,17,2;2;2;2,2,4,1,0.73833855,0,0
gpt-5.6-luna,communication,7,18,2;2;2;2,2,4,1,0.28306928,0,0
gpt-5.6-luna,communication,7,19,2;2;2;2,2,4,1,0.15651380,0,0
gpt-5.6-luna,communication,7,20,2;2;2;2,2,4,1,0.53943186,0,0
gpt-5.6-luna,communication,7,21,2;2;2;2,2,4,1,0.35142070,0,0
gpt-5.6-luna,communication,7,22,2;2;2;2,2,4,1,0.76524353,0,0
gpt-5.6-luna,communication,7,23,2;2;2;2,2,4,1,0.44988059,0,0
gpt-5.6-luna,communication,7,24,2;2;2;2,2,4,1,0.37908178,0,0
gpt-5.6-luna,communication,7,25,2;2;2;2,2,4,1,0.04286638,0,0
gpt-5.6-luna,communication,7,26,2;2;2;2,2,4,1,0.35734562,0,0
gpt-5.6-luna,communication,7,27,2;2;2;2,2,4,1,0.40250076,0,0
gpt-5.6-luna,communication,7,28,2;2;2;2,2,4,1,0.52543919,0,0
gpt-5.6-luna,communication,7,29,2;2;2;2,2,4,1,0.97641817,0,0
gpt-5.6-luna,communication,7,30,2;2;2;2,2,4,1,0.92715954,0,0
gpt-5.6-luna,communication,7,31,2;2;2;2,2,4,1,0.96265444,0,0
gpt-5.6-luna,communication,7,32,2;2;2;2,2,4,1,0.15838940,0,0
gpt-5.6-luna,communication,7,33,2;2;2;2,2,4,1,0.47300831,0,0
gpt-5.6-luna,communication,7,34,2;2;2;2,2,4,1,0.30109307,0,0
gpt-5.6-luna,communication,7,35,2;2;2;2,2,4,1,0.53759923,0,0
gpt-5.6-luna,communication,7,36,2;2;2;2,2,4,1,0.72229512,0,0
gpt-5.6-luna,communication,7,37,2;2;2;2,2,4,1,0.57543845,0,0
gpt-5.6-luna,communication,7,38,2;2;2;2,2,4,1,0.24328963,0,0
gpt-5.6-luna,communication,7,39,2;2;2;2,2,4,1,0.94908456,0,0
gpt-5.6-luna,communication,7,40,2;2;2;2,2,4,1,0.79600126,0,0
gpt-5.6-luna,communication,7,41,2;2;2;2,2,4,1,0.09245077,0,0
gpt-5.6-luna,communication,7,42,2;2;2;2,2,4,1,0.24761464,0,0
gpt-5.6-luna,communication,7,43,2;2;2;2,2,4,1,0.99492669,0,0
gpt-5.6-luna,communication,7,44,2;2;2;2,2,4,1,0.06880926,0,0
gpt-5.6-luna,communication,7,45,2;2;2;2,2,4,1,0.13604256,0,0
gpt-5.6-luna,communication,7,46,2;2;2;2,2,4,1,0.80264713,0,0
gpt-5.6-luna,communication,7,47,2;2;2;2,2,4,1,0.42851785,0,0
gpt-5.6-luna,communication,7,48,2;2;2;2,2,4,1,0.74154596,0,0
gpt-5.6-luna,communication,7,49,2;2;2;2,2,4,1,0.01219380,0,0
gpt-5.6-luna,communication,7,50,2;2;2;2,2,4,1,0.60494057,0,0
gpt-5.6-luna,communication,7,51,2;2;2;2,2,4,1,0.37043326,0,0
gpt-5.6-luna,communication,7,52,2;2;2;2,2,4,1,0.07165277,0,0
gpt-5.6-luna,communication,7,53,2;2;2;2,2,4,1,0.75822686,0,0
gpt-5.6-luna,communication,7,54,2;2;2;2,2,4,1,0.00231728,0,0
gpt-5.6-luna,communication,7,55,2;2;2;2,2,4,1,0.11358647,0,0
gpt-5.6-luna,communication,7,56,2;2;2;2,2,4,1,0.79162053,0,0
gpt-5.6-luna,communication,7,57,2;2;2;2,2,4,1,0.07701536,0,0
